10.48,45.71,1020.12,67.43,479.42
15.64,46,1022.78,42.25,476.98
12.74,44.56,1016.14,71.72,478.5
18.99,44.72,1009.64,76.04,454.02
21.14,47.93,1015.66,65.22,454.99
25.34,74.5,1012.31,85.15,441.29
26.71,59.59,1013.77,62.83,452.28
27.19,70.34,1010.48,88.59,434.99
22.42,44.79,1016.76,44.08,463.19
19.21,46,1023.86,49.84,468.54
12.04,42.74,1023.6,78.51,478.2
15.45,53.75,1024.97,64.59,460.85
14.97,39.47,1016.15,56.28,465.3
18.76,43.42,1010.09,67.26,469.27
6.41,41.07,1020.16,65.77,496.24
8.76,43.28,1009.52,84.31,484.8
28.23,64.9,1015.3,48.19,444.61
28.36,49.6,1004.18,55.93,437.06
28.47,71.72,1010.97,75.62,444.25
15.6,40.31,1012.11,73.52,465.16
8.91,40.96,1024.57,89.44,476.52
6.81,36.79,1013.14,93.28,485.41
31.53,66.18,1013.69,42.85,438.89
24.87,64.94,1020.02,45.28,446.11
27.09,59.41,1014.64,65.58,439.86
30.27,67.85,1012.11,64.25,441.98
28.38,75.16,1011.08,79.61,437.65
25.81,64.94,1019.76,45.51,445.26
13.75,45.03,1008.29,90.46,466.86
25.66,64.73,1012.4,75.52,445.37
17.38,48.45,1011.08,89.86,451.69
14.91,40.35,1015.69,76.51,470.02
24.18,52.3,1013.04,79.64,449.86
23.47,48.45,1008.62,77.65,448.14
14.39,45.85,1018.24,81.44,470.18
10.28,42.54,1019.33,80.89,483.8
12.82,43.86,1015.12,89.28,477.7
11.27,41.64,1021.63,85.6,475.99
23.92,64.94,1020.28,43.69,445.22
17,38.87,1021.24,79.41,462.33
22.22,44.43,1011.96,62.07,449.06
14.46,45.71,1015.51,51,475.6
10.39,41.11,1030.14,78.29,474.05
32.07,74.5,1011.58,44.66,433.06
13.82,39.62,1019.71,84.8,468.41
33.57,79.92,1012.6,67.47,431.12
9.11,43.18,1015.82,94.09,474.62
14.92,40.39,1013.94,81.52,472.81
24.04,60.43,1011.23,69.99,443.99
28.31,65.44,1015.65,58.27,443.77
6.91,40.33,1011.18,96.53,492.49
26.26,62.08,1014.68,72.72,448.46
28.97,59.84,1003.25,58.88,447.11
27.08,53.3,1008.03,64.34,443.44
30.01,66.71,1014.61,49.07,447.22
13.18,41.1,1017.67,92.87,472.49
14.76,46.87,1009.89,88.27,464.5
26.5,59.79,1017.02,65.4,441.01
29.26,66.34,1015.56,44.4,442.03
22.39,63.96,1020.49,73.24,453.68
8.26,41.69,1021.43,91.22,475.91
11.54,35.03,1019.71,75,479.77
28.71,75.34,999.14,72.85,435.2
24.11,69.3,1018.83,87.62,438.91
8.51,42.01,1025.61,98.41,478.61
27.46,75.67,1017.65,85.44,432.65
30.34,75.34,999.58,82.55,431.57
16.96,43.76,1026.07,75.17,465.26
27.18,64.96,1022.04,61.08,446.37
7.11,41.4,1014.16,94.14,490.56
22.86,59.32,1012.24,78.64,448.48
12.82,39.5,1011.23,98.62,475.9
28.27,61.44,1014.23,60.77,445.67
17.89,45.96,1016.02,77.24,469.35
11.48,46.71,1021.12,68.43,480.42
16.64,47,1023.78,43.25,477.98
13.74,45.56,1017.14,72.72,479.5
19.99,45.72,1010.64,77.04,455.02
22.14,48.93,1016.66,66.22,455.99
26.34,75.5,1013.31,86.15,442.29
27.71,60.59,1014.77,63.83,453.28
28.19,71.34,1011.48,89.59,435.99
23.42,45.79,1017.76,45.08,464.19
20.21,47,1024.86,50.84,469.54
13.04,43.74,1024.6,79.51,479.2
16.45,54.75,1025.97,65.59,461.85
15.97,40.47,1017.15,57.28,466.3
19.76,44.42,1011.09,68.26,470.27
7.41,42.07,1021.16,66.77,497.24
9.76,44.28,1010.52,85.31,485.8
29.23,65.9,1016.3,49.19,445.61
29.36,50.6,1005.18,56.93,438.06
29.47,72.72,1011.97,76.62,445.25
16.6,41.31,1013.11,74.52,466.16
9.91,41.96,1025.57,90.44,477.52
7.81,37.79,1014.14,94.28,486.41
32.53,67.18,1014.69,43.85,439.89
25.87,65.94,1021.02,46.28,447.11
28.09,60.41,1015.64,66.58,440.86
31.27,68.85,1013.11,65.25,442.98
29.38,76.16,1012.08,80.61,438.65
26.81,65.94,1020.76,46.51,446.26
14.75,46.03,1009.29,91.46,467.86
26.66,65.73,1013.4,76.52,446.37
18.38,49.45,1012.08,90.86,452.69
15.91,41.35,1016.69,77.51,471.02
25.18,53.3,1014.04,80.64,450.86
24.47,49.45,1009.62,78.65,449.14
15.39,46.85,1019.24,82.44,471.18
11.28,43.54,1020.33,81.89,484.8
13.82,44.86,1016.12,90.28,478.7
12.27,42.64,1022.63,86.6,476.99
24.92,65.94,1021.28,44.69,446.22
18,39.87,1022.24,80.41,463.33
23.22,45.43,1012.96,63.07,450.06
15.46,46.71,1016.51,52,476.6
11.39,42.11,1031.14,79.29,475.05
33.07,75.5,1012.58,45.66,434.06
14.82,40.62,1020.71,85.8,469.41
34.57,80.92,1013.6,68.47,432.12
10.11,44.18,1016.82,95.09,475.62
15.92,41.39,1014.94,82.52,473.81
25.04,61.43,1012.23,70.99,444.99
29.31,66.44,1016.65,59.27,444.77
7.91,41.33,1012.18,97.53,493.49
27.26,63.08,1015.68,73.72,449.46
29.97,60.84,1004.25,59.88,448.11
28.08,54.3,1009.03,65.34,444.44
31.01,67.71,1015.61,50.07,448.22
14.18,42.1,1018.67,93.87,473.49
15.76,47.87,1010.89,89.27,465.5
27.5,60.79,1018.02,66.4,442.01
30.26,67.34,1016.56,45.4,443.03
23.39,64.96,1021.49,74.24,454.68
9.26,42.69,1022.43,92.22,476.91
12.54,36.03,1020.71,76,480.77
29.71,76.34,1000.14,73.85,436.2
25.11,70.3,1019.83,88.62,439.91
9.51,43.01,1026.61,99.41,479.61
28.46,76.67,1018.65,86.44,433.65
31.34,76.34,1000.58,83.55,432.57
17.96,44.76,1027.07,76.17,466.26
28.18,65.96,1023.04,62.08,447.37
8.11,42.4,1015.16,95.14,491.56
23.86,60.32,1013.24,79.64,449.48
13.82,40.5,1012.23,99.62,476.9
29.27,62.44,1015.23,61.77,446.67
18.89,46.96,1017.02,78.24,470.35
12.48,47.71,1022.12,69.43,481.42
17.64,48,1024.78,44.25,478.98
14.74,46.56,1018.14,73.72,480.5
20.99,46.72,1011.64,78.04,456.02
23.14,49.93,1017.66,67.22,456.99
27.34,76.5,1014.31,87.15,443.29
28.71,61.59,1015.77,64.83,454.28
29.19,72.34,1012.48,90.59,436.99
24.42,46.79,1018.76,46.08,465.19
21.21,48,1025.86,51.84,470.54
14.04,44.74,1025.6,80.51,480.2
17.45,55.75,1026.97,66.59,462.85
16.97,41.47,1018.15,58.28,467.3
20.76,45.42,1012.09,69.26,471.27
8.41,43.07,1022.16,67.77,498.24
10.76,45.28,1011.52,86.31,486.8
30.23,66.9,1017.3,50.19,446.61
30.36,51.6,1006.18,57.93,439.06
30.47,73.72,1012.97,77.62,446.25
17.6,42.31,1014.11,75.52,467.16
10.91,42.96,1026.57,91.44,478.52
8.81,38.79,1015.14,95.28,487.41
33.53,68.18,1015.69,44.85,440.89
26.87,66.94,1022.02,47.28,448.11
29.09,61.41,1016.64,67.58,441.86
32.27,69.85,1014.11,66.25,443.98
30.38,77.16,1013.08,81.61,439.65
27.81,66.94,1021.76,47.51,447.26
15.75,47.03,1010.29,92.46,468.86
27.66,66.73,1014.4,77.52,447.37
19.38,50.45,1013.08,91.86,453.69
16.91,42.35,1017.69,78.51,472.02
26.18,54.3,1015.04,81.64,451.86
25.47,50.45,1010.62,79.65,450.14
16.39,47.85,1020.24,83.44,472.18
12.28,44.54,1021.33,82.89,485.8
14.82,45.86,1017.12,91.28,479.7
13.27,43.64,1023.63,87.6,477.99
25.92,66.94,1022.28,45.69,447.22
19,40.87,1023.24,81.41,464.33
24.22,46.43,1013.96,64.07,451.06
16.46,47.71,1017.51,53,477.6
12.39,43.11,1032.14,80.29,476.05
34.07,76.5,1013.58,46.66,435.06
15.82,41.62,1021.71,86.8,470.41
35.57,81.92,1014.6,69.47,433.12
11.11,45.18,1017.82,96.09,476.62
16.92,42.39,1015.94,83.52,474.81
26.04,62.43,1013.23,71.99,445.99
30.31,67.44,1017.65,60.27,445.77
8.91,42.33,1013.18,98.53,494.49
28.26,64.08,1016.68,74.72,450.46
30.97,61.84,1005.25,60.88,449.11
29.08,55.3,1010.03,66.34,445.44
32.01,68.71,1016.61,51.07,449.22
15.18,43.1,1019.67,94.87,474.49
16.76,48.87,1011.89,90.27,466.5
28.5,61.79,1019.02,67.4,443.01
31.26,68.34,1017.56,46.4,444.03
24.39,65.96,1022.49,75.24,455.68
10.26,43.69,1023.43,93.22,477.91
13.54,37.03,1021.71,77,481.77
30.71,77.34,1001.14,74.85,437.2
26.11,71.3,1020.83,89.62,440.91
10.51,44.01,1027.61,100.41,480.61
29.46,77.67,1019.65,87.44,434.65
32.34,77.34,1001.58,84.55,433.57
18.96,45.76,1028.07,77.17,467.26
29.18,66.96,1024.04,63.08,448.37
9.11,43.4,1016.16,96.14,492.56
24.86,61.32,1014.24,80.64,450.48
14.82,41.5,1013.23,100.62,477.9
30.27,63.44,1016.23,62.77,447.67
19.89,47.96,1018.02,79.24,471.35
13.48,48.71,1023.12,70.43,482.42
18.64,49,1025.78,45.25,479.98
15.74,47.56,1019.14,74.72,481.5
21.99,47.72,1012.64,79.04,457.02
24.14,50.93,1018.66,68.22,457.99
28.34,77.5,1015.31,88.15,444.29
29.71,62.59,1016.77,65.83,455.28
30.19,73.34,1013.48,91.59,437.99
25.42,47.79,1019.76,47.08,466.19
22.21,49,1026.86,52.84,471.54
15.04,45.74,1026.6,81.51,481.2
18.45,56.75,1027.97,67.59,463.85
17.97,42.47,1019.15,59.28,468.3
21.76,46.42,1013.09,70.26,472.27
9.41,44.07,1023.16,68.77,499.24
11.76,46.28,1012.52,87.31,487.8
31.23,67.9,1018.3,51.19,447.61
31.36,52.6,1007.18,58.93,440.06
31.47,74.72,1013.97,78.62,447.25
18.6,43.31,1015.11,76.52,468.16
11.91,43.96,1027.57,92.44,479.52
9.81,39.79,1016.14,96.28,488.41
34.53,69.18,1016.69,45.85,441.89
27.87,67.94,1023.02,48.28,449.11
30.09,62.41,1017.64,68.58,442.86
33.27,70.85,1015.11,67.25,444.98
31.38,78.16,1014.08,82.61,440.65
28.81,67.94,1022.76,48.51,448.26
16.75,48.03,1011.29,93.46,469.86
28.66,67.73,1015.4,78.52,448.37
20.38,51.45,1014.08,92.86,454.69
17.91,43.35,1018.69,79.51,473.02
27.18,55.3,1016.04,82.64,452.86
26.47,51.45,1011.62,80.65,451.14
17.39,48.85,1021.24,84.44,473.18
13.28,45.54,1022.33,83.89,486.8
15.82,46.86,1018.12,92.28,480.7
14.27,44.64,1024.63,88.6,478.99
26.92,67.94,1023.28,46.69,448.22
20,41.87,1024.24,82.41,465.33
25.22,47.43,1014.96,65.07,452.06
17.46,48.71,1018.51,54,478.6
13.39,44.11,1033.14,81.29,477.05
35.07,77.5,1014.58,47.66,436.06
16.82,42.62,1022.71,87.8,471.41
36.57,82.92,1015.6,70.47,434.12
12.11,46.18,1018.82,97.09,477.62
17.92,43.39,1016.94,84.52,475.81
27.04,63.43,1014.23,72.99,446.99
31.31,68.44,1018.65,61.27,446.77
9.91,43.33,1014.18,99.53,495.49
29.26,65.08,1017.68,75.72,451.46
31.97,62.84,1006.25,61.88,450.11
30.08,56.3,1011.03,67.34,446.44
33.01,69.71,1017.61,52.07,450.22
16.18,44.1,1020.67,95.87,475.49
17.76,49.87,1012.89,91.27,467.5
29.5,62.79,1020.02,68.4,444.01
32.26,69.34,1018.56,47.4,445.03
25.39,66.96,1023.49,76.24,456.68
11.26,44.69,1024.43,94.22,478.91
14.54,38.03,1022.71,78,482.77
31.71,78.34,1002.14,75.85,438.2
27.11,72.3,1021.83,90.62,441.91
11.51,45.01,1028.61,101.41,481.61
30.46,78.67,1020.65,88.44,435.65
33.34,78.34,1002.58,85.55,434.57
19.96,46.76,1029.07,78.17,468.26
30.18,67.96,1025.04,64.08,449.37
10.11,44.4,1017.16,97.14,493.56
25.86,62.32,1015.24,81.64,451.48
15.82,42.5,1014.23,101.62,478.9
31.27,64.44,1017.23,63.77,448.67
20.89,48.96,1019.02,80.24,472.35
14.48,49.71,1024.12,71.43,483.42
19.64,50,1026.78,46.25,480.98
16.74,48.56,1020.14,75.72,482.5
22.99,48.72,1013.64,80.04,458.02
25.14,51.93,1019.66,69.22,458.99
29.34,78.5,1016.31,89.15,445.29
30.71,63.59,1017.77,66.83,456.28
31.19,74.34,1014.48,92.59,438.99
26.42,48.79,1020.76,48.08,467.19
23.21,50,1027.86,53.84,472.54
16.04,46.74,1027.6,82.51,482.2
19.45,57.75,1028.97,68.59,464.85
18.97,43.47,1020.15,60.28,469.3
22.76,47.42,1014.09,71.26,473.27
10.41,45.07,1024.16,69.77,500.24
12.76,47.28,1013.52,88.31,488.8
32.23,68.9,1019.3,52.19,448.61
32.36,53.6,1008.18,59.93,441.06
32.47,75.72,1014.97,79.62,448.25
19.6,44.31,1016.11,77.52,469.16
12.91,44.96,1028.57,93.44,480.52
10.81,40.79,1017.14,97.28,489.41
35.53,70.18,1017.69,46.85,442.89
28.87,68.94,1024.02,49.28,450.11
31.09,63.41,1018.64,69.58,443.86
34.27,71.85,1016.11,68.25,445.98
32.38,79.16,1015.08,83.61,441.65
29.81,68.94,1023.76,49.51,449.26
17.75,49.03,1012.29,94.46,470.86
29.66,68.73,1016.4,79.52,449.37
21.38,52.45,1015.08,93.86,455.69
18.91,44.35,1019.69,80.51,474.02
28.18,56.3,1017.04,83.64,453.86
27.47,52.45,1012.62,81.65,452.14
18.39,49.85,1022.24,85.44,474.18
14.28,46.54,1023.33,84.89,487.8
16.82,47.86,1019.12,93.28,481.7
15.27,45.64,1025.63,89.6,479.99
27.92,68.94,1024.28,47.69,449.22
21,42.87,1025.24,83.41,466.33
26.22,48.43,1015.96,66.07,453.06
18.46,49.71,1019.51,55,479.6
14.39,45.11,1034.14,82.29,478.05
36.07,78.5,1015.58,48.66,437.06
17.82,43.62,1023.71,88.8,472.41
37.57,83.92,1016.6,71.47,435.12
13.11,47.18,1019.82,98.09,478.62
18.92,44.39,1017.94,85.52,476.81
28.04,64.43,1015.23,73.99,447.99
32.31,69.44,1019.65,62.27,447.77
10.91,44.33,1015.18,100.53,496.49
30.26,66.08,1018.68,76.72,452.46
32.97,63.84,1007.25,62.88,451.11
31.08,57.3,1012.03,68.34,447.44
34.01,70.71,1018.61,53.07,451.22
17.18,45.1,1021.67,96.87,476.49
18.76,50.87,1013.89,92.27,468.5
30.5,63.79,1021.02,69.4,445.01
33.26,70.34,1019.56,48.4,446.03
26.39,67.96,1024.49,77.24,457.68
12.26,45.69,1025.43,95.22,479.91
15.54,39.03,1023.71,79,483.77
32.71,79.34,1003.14,76.85,439.2
28.11,73.3,1022.83,91.62,442.91
12.51,46.01,1029.61,102.41,482.61
31.46,79.67,1021.65,89.44,436.65
34.34,79.34,1003.58,86.55,435.57
20.96,47.76,1030.07,79.17,469.26
31.18,68.96,1026.04,65.08,450.37
11.11,45.4,1018.16,98.14,494.56
26.86,63.32,1016.24,82.64,452.48
16.82,43.5,1015.23,102.62,479.9
32.27,65.44,1018.23,64.77,449.67
21.89,49.96,1020.02,81.24,473.35
15.48,50.71,1025.12,72.43,484.42
20.64,51,1027.78,47.25,481.98
17.74,49.56,1021.14,76.72,483.5
23.99,49.72,1014.64,81.04,459.02
26.14,52.93,1020.66,70.22,459.99
30.34,79.5,1017.31,90.15,446.29
31.71,64.59,1018.77,67.83,457.28
32.19,75.34,1015.48,93.59,439.99
27.42,49.79,1021.76,49.08,468.19
24.21,51,1028.86,54.84,473.54
17.04,47.74,1028.6,83.51,483.2
20.45,58.75,1029.97,69.59,465.85
19.97,44.47,1021.15,61.28,470.3
23.76,48.42,1015.09,72.26,474.27
11.41,46.07,1025.16,70.77,501.24
13.76,48.28,1014.52,89.31,489.8
33.23,69.9,1020.3,53.19,449.61
33.36,54.6,1009.18,60.93,442.06
33.47,76.72,1015.97,80.62,449.25
20.6,45.31,1017.11,78.52,470.16
13.91,45.96,1029.57,94.44,481.52
11.81,41.79,1018.14,98.28,490.41
36.53,71.18,1018.69,47.85,443.89
29.87,69.94,1025.02,50.28,451.11
32.09,64.41,1019.64,70.58,444.86
35.27,72.85,1017.11,69.25,446.98
33.38,80.16,1016.08,84.61,442.65
30.81,69.94,1024.76,50.51,450.26
18.75,50.03,1013.29,95.46,471.86
30.66,69.73,1017.4,80.52,450.37
22.38,53.45,1016.08,94.86,456.69
19.91,45.35,1020.69,81.51,475.02
29.18,57.3,1018.04,84.64,454.86
28.47,53.45,1013.62,82.65,453.14
19.39,50.85,1023.24,86.44,475.18
15.28,47.54,1024.33,85.89,488.8
17.82,48.86,1020.12,94.28,482.7
16.27,46.64,1026.63,90.6,480.99
28.92,69.94,1025.28,48.69,450.22
22,43.87,1026.24,84.41,467.33
27.22,49.43,1016.96,67.07,454.06
19.46,50.71,1020.51,56,480.6
15.39,46.11,1035.14,83.29,479.05
37.07,79.5,1016.58,49.66,438.06
18.82,44.62,1024.71,89.8,473.41
38.57,84.92,1017.6,72.47,436.12
14.11,48.18,1020.82,99.09,479.62
19.92,45.39,1018.94,86.52,477.81
29.04,65.43,1016.23,74.99,448.99
33.31,70.44,1020.65,63.27,448.77
11.91,45.33,1016.18,101.53,497.49
31.26,67.08,1019.68,77.72,453.46
33.97,64.84,1008.25,63.88,452.11
32.08,58.3,1013.03,69.34,448.44
35.01,71.71,1019.61,54.07,452.22
18.18,46.1,1022.67,97.87,477.49
19.76,51.87,1014.89,93.27,469.5
31.5,64.79,1022.02,70.4,446.01
34.26,71.34,1020.56,49.4,447.03
27.39,68.96,1025.49,78.24,458.68
13.26,46.69,1026.43,96.22,480.91
16.54,40.03,1024.71,80,484.77
33.71,80.34,1004.14,77.85,440.2
29.11,74.3,1023.83,92.62,443.91
13.51,47.01,1030.61,103.41,483.61
32.46,80.67,1022.65,90.44,437.65
35.34,80.34,1004.58,87.55,436.57
21.96,48.76,1031.07,80.17,470.26
32.18,69.96,1027.04,66.08,451.37
12.11,46.4,1019.16,99.14,495.56
27.86,64.32,1017.24,83.64,453.48
17.82,44.5,1016.23,103.62,480.9
33.27,66.44,1019.23,65.77,450.67
22.89,50.96,1021.02,82.24,474.35
16.48,51.71,1026.12,73.43,485.42
21.64,52,1028.78,48.25,482.98
18.74,50.56,1022.14,77.72,484.5
24.99,50.72,1015.64,82.04,460.02
27.14,53.93,1021.66,71.22,460.99
31.34,80.5,1018.31,91.15,447.29
32.71,65.59,1019.77,68.83,458.28
33.19,76.34,1016.48,94.59,440.99
28.42,50.79,1022.76,50.08,469.19
25.21,52,1029.86,55.84,474.54
18.04,48.74,1029.6,84.51,484.2
21.45,59.75,1030.97,70.59,466.85
20.97,45.47,1022.15,62.28,471.3
24.76,49.42,1016.09,73.26,475.27
12.41,47.07,1026.16,71.77,502.24
14.76,49.28,1015.52,90.31,490.8
34.23,70.9,1021.3,54.19,450.61
34.36,55.6,1010.18,61.93,443.06
34.47,77.72,1016.97,81.62,450.25
21.6,46.31,1018.11,79.52,471.16
14.91,46.96,1030.57,95.44,482.52
12.81,42.79,1019.14,99.28,491.41
37.53,72.18,1019.69,48.85,444.89
30.87,70.94,1026.02,51.28,452.11
33.09,65.41,1020.64,71.58,445.86
36.27,73.85,1018.11,70.25,447.98
34.38,81.16,1017.08,85.61,443.65
31.81,70.94,1025.76,51.51,451.26
19.75,51.03,1014.29,96.46,472.86
31.66,70.73,1018.4,81.52,451.37
23.38,54.45,1017.08,95.86,457.69
20.91,46.35,1021.69,82.51,476.02
30.18,58.3,1019.04,85.64,455.86
29.47,54.45,1014.62,83.65,454.14
20.39,51.85,1024.24,87.44,476.18
16.28,48.54,1025.33,86.89,489.8
18.82,49.86,1021.12,95.28,483.7
17.27,47.64,1027.63,91.6,481.99
29.92,70.94,1026.28,49.69,451.22
23,44.87,1027.24,85.41,468.33
28.22,50.43,1017.96,68.07,455.06
20.46,51.71,1021.51,57,481.6
16.39,47.11,1036.14,84.29,480.05
38.07,80.5,1017.58,50.66,439.06
19.82,45.62,1025.71,90.8,474.41
39.57,85.92,1018.6,73.47,437.12
15.11,49.18,1021.82,100.09,480.62
20.92,46.39,1019.94,87.52,478.81
30.04,66.43,1017.23,75.99,449.99
34.31,71.44,1021.65,64.27,449.77
12.91,46.33,1017.18,102.53,498.49
32.26,68.08,1020.68,78.72,454.46
34.97,65.84,1009.25,64.88,453.11
33.08,59.3,1014.03,70.34,449.44
36.01,72.71,1020.61,55.07,453.22
19.18,47.1,1023.67,98.87,478.49
20.76,52.87,1015.89,94.27,470.5
32.5,65.79,1023.02,71.4,447.01
35.26,72.34,1021.56,50.4,448.03
28.39,69.96,1026.49,79.24,459.68
14.26,47.69,1027.43,97.22,481.91
17.54,41.03,1025.71,81,485.77
34.71,81.34,1005.14,78.85,441.2
30.11,75.3,1024.83,93.62,444.91
14.51,48.01,1031.61,104.41,484.61
33.46,81.67,1023.65,91.44,438.65
36.34,81.34,1005.58,88.55,437.57
22.96,49.76,1032.07,81.17,471.26
33.18,70.96,1028.04,67.08,452.37
13.11,47.4,1020.16,100.14,496.56
28.86,65.32,1018.24,84.64,454.48
18.82,45.5,1017.23,104.62,481.9
34.27,67.44,1020.23,66.77,451.67
23.89,51.96,1022.02,83.24,475.35
17.48,52.71,1027.12,74.43,486.42
22.64,53,1029.78,49.25,483.98
19.74,51.56,1023.14,78.72,485.5
25.99,51.72,1016.64,83.04,461.02
28.14,54.93,1022.66,72.22,461.99
32.34,81.5,1019.31,92.15,448.29
33.71,66.59,1020.77,69.83,459.28
34.19,77.34,1017.48,95.59,441.99
29.42,51.79,1023.76,51.08,470.19
26.21,53,1030.86,56.84,475.54
19.04,49.74,1030.6,85.51,485.2
22.45,60.75,1031.97,71.59,467.85
21.97,46.47,1023.15,63.28,472.3
25.76,50.42,1017.09,74.26,476.27
13.41,48.07,1027.16,72.77,503.24
15.76,50.28,1016.52,91.31,491.8
35.23,71.9,1022.3,55.19,451.61
35.36,56.6,1011.18,62.93,444.06
35.47,78.72,1017.97,82.62,451.25
22.6,47.31,1019.11,80.52,472.16
15.91,47.96,1031.57,96.44,483.52
13.81,43.79,1020.14,100.28,492.41
38.53,73.18,1020.69,49.85,445.89
31.87,71.94,1027.02,52.28,453.11
34.09,66.41,1021.64,72.58,446.86
37.27,74.85,1019.11,71.25,448.98
35.38,82.16,1018.08,86.61,444.65
32.81,71.94,1026.76,52.51,452.26
20.75,52.03,1015.29,97.46,473.86
32.66,71.73,1019.4,82.52,452.37
24.38,55.45,1018.08,96.86,458.69
21.91,47.35,1022.69,83.51,477.02
31.18,59.3,1020.04,86.64,456.86
30.47,55.45,1015.62,84.65,455.14
21.39,52.85,1025.24,88.44,477.18
17.28,49.54,1026.33,87.89,490.8
19.82,50.86,1022.12,96.28,484.7
18.27,48.64,1028.63,92.6,482.99
30.92,71.94,1027.28,50.69,452.22
24,45.87,1028.24,86.41,469.33
29.22,51.43,1018.96,69.07,456.06
21.46,52.71,1022.51,58,482.6
17.39,48.11,1037.14,85.29,481.05
39.07,81.5,1018.58,51.66,440.06
20.82,46.62,1026.71,91.8,475.41
40.57,86.92,1019.6,74.47,438.12
16.11,50.18,1022.82,101.09,481.62
21.92,47.39,1020.94,88.52,479.81
31.04,67.43,1018.23,76.99,450.99
35.31,72.44,1022.65,65.27,450.77
13.91,47.33,1018.18,103.53,499.49
33.26,69.08,1021.68,79.72,455.46
35.97,66.84,1010.25,65.88,454.11
34.08,60.3,1015.03,71.34,450.44
37.01,73.71,1021.61,56.07,454.22
20.18,48.1,1024.67,99.87,479.49
21.76,53.87,1016.89,95.27,471.5
33.5,66.79,1024.02,72.4,448.01
36.26,73.34,1022.56,51.4,449.03
29.39,70.96,1027.49,80.24,460.68
15.26,48.69,1028.43,98.22,482.91
18.54,42.03,1026.71,82,486.77
35.71,82.34,1006.14,79.85,442.2
31.11,76.3,1025.83,94.62,445.91
15.51,49.01,1032.61,105.41,485.61
34.46,82.67,1024.65,92.44,439.65
37.34,82.34,1006.58,89.55,438.57
23.96,50.76,1033.07,82.17,472.26
34.18,71.96,1029.04,68.08,453.37
14.11,48.4,1021.16,101.14,497.56
29.86,66.32,1019.24,85.64,455.48
19.82,46.5,1018.23,105.62,482.9
